588848900996792404,203.758,0.7081944,1,0,0
588007004171010196,155.4763,61.20628,1,0,0
587725816424366123,233.7126,56.45108,0,1,0
588007006337171583,238.8434,53.22889,0,1,0
587725551743729769,153.8843,64.27372,1,0,0
587725551744123037,155.89,64.66631,0,0,1
587725993035104518,245.3204,49.116,0,1,0
587725993035104537,245.4617,49.16542,1,0,0
587725993035432134,246.1021,48.52845,0,1,0
587726032776396960,159.3411,2.320389,0,0,1
587726033874518107,215.0688,3.133194,0,1,0
587726100408631538,211.2205,3.785583,1,0,0
587727179000578120,32.99708,-9.219084,0,1,0
587727213346029820,319.5419,-7.324194,0,0,1
587725473882767406,159.8947,62.47606,0,1,0
587728879268593860,158.8094,3.752694,1,0,0
587728880881565894,164.2621,5.245056,0,0,1
587728880883138589,167.815,5.333472,0,1,0
588010358551543996,184.9711,4.46275,1,0,0
587727865646153964,122.0619,39.93503,0,0,1
587729158440616046,220.1083,3.598917,0,0,1
587729158440616025,220.0683,3.520139,0,1,0
587729160574861489,189.7348,6.158389,0,0,1
587729386073620501,160.584,56.8155,0,0,1
587729388215075003,138.743,51.36108,1,0,0
587729408080806008,253.561,37.62617,0,0,1
588011124658536535,221.5658,57.97831,0,0,1
588009368551620694,153.9545,59.96533,0,0,1
588011125185183815,173.8666,63.11967,0,0,1
587726033342169198,225.4038,2.447,0,0,1
587729751136469544,254.111,33.07553,0,0,1
587730021714559112,211.9539,6.044889,0,0,1
587727222474997920,331.2112,12.77492,0,0,1
587731513685573788,32.63821,0.7381111,1,0,0
587731520669876341,136.0392,42.30344,0,0,1
587731870167859316,167.6053,54.48067,1,0,0
587731870169890984,175.479,55.46695,0,0,1
588013383809106080,153.685,48.68964,1,0,0
587732134310838324,178.3845,51.46033,0,0,1
587732134311624914,181.464,51.46669,0,0,1
587732134311821412,182.155,51.54033,1,0,0
587732470925623509,131.3936,35.51997,0,0,1
587732483836149788,225.8531,42.39564,1,0,0
587732702323409142,147.3817,5.796028,1,0,0
587725819097907301,184.6888,68.60247,1,0,0
587733409906557060,204.3362,52.54306,1,0,0
587733412059807861,224.289,48.63397,1,0,0
587733603730588042,246.1915,39.18086,0,1,0
587725576964735302,264.2838,54.20581,1,0,0
588297863118520375,173.4035,45.85178,1,0,0
587735044155965599,144.3829,37.88883,0,0,1
587735344803152027,152.1857,11.34242,0,0,1
587735348021362955,145.3837,11.41247,1,0,0
587735489749778652,227.6251,40.90217,1,0,0
587735490285011135,223.3396,43.07592,1,0,0
588017604149182505,190.4966,44.39878,0,0,1
588017604682579976,179.2364,44.83278,0,0,1
588017627763114053,175.6264,45.57328,0,0,1
588017627763441699,176.6285,45.58961,0,1,0
588017703459881024,162.5323,11.54131,0,0,1
588017730839773284,193.9909,8.609972,1,0,0
588017977276694645,168.3956,37.66689,0,1,0
588017978376782040,239.292,25.78164,1,0,0
588017978377372024,240.7024,25.03986,1,0,0
